02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US3 |3 |South |B19037I |37 |Less than $10,000 |107,366 |+/-5,522 |101,844 |112,888 |3,357
02000US3 |3 |South |B19037I |38 |$10,000 to $14,999 |84,297 |+/-5,738 |78,559 |90,035 |3,488
02000US3 |3 |South |B19037I |39 |$15,000 to $19,999 |81,490 |+/-4,925 |76,565 |86,415 |2,994
02000US3 |3 |South |B19037I |40 |$20,000 to $24,999 |88,876 |+/-5,204 |83,672 |94,080 |3,163
02000US3 |3 |South |B19037I |41 |$25,000 to $29,999 |84,224 |+/-4,939 |79,285 |89,163 |3,003
02000US3 |3 |South |B19037I |42 |$30,000 to $34,999 |86,273 |+/-4,528 |81,745 |90,801 |2,752
02000US3 |3 |South |B19037I |43 |$35,000 to $39,999 |78,495 |+/-4,618 |73,877 |83,113 |2,807
02000US3 |3 |South |B19037I |44 |$40,000 to $44,999 |68,165 |+/-4,534 |63,631 |72,699 |2,756
02000US3 |3 |South |B19037I |45 |$45,000 to $49,999 |67,676 |+/-4,484 |63,192 |72,160 |2,726
02000US3 |3 |South |B19037I |46 |$50,000 to $59,999 |114,995 |+/-5,832 |109,163 |120,827 |3,546
02000US3 |3 |South |B19037I |47 |$60,000 to $74,999 |128,734 |+/-6,057 |122,677 |134,791 |3,682
02000US3 |3 |South |B19037I |48 |$75,000 to $99,999 |137,829 |+/-6,586 |131,243 |144,415 |4,004
02000US3 |3 |South |B19037I |49 |$100,000 to $124,999 |69,160 |+/-4,677 |64,483 |73,837 |2,843
02000US3 |3 |South |B19037I |50 |$125,000 to $149,999 |39,414 |+/-3,392 |36,022 |42,806 |2,062
02000US3 |3 |South |B19037I |51 |$150,000 to $199,999 |28,699 |+/-2,380 |26,319 |31,079 |1,447
02000US3 |3 |South |B19037I |52 |$200,000 or more |27,350 |+/-2,937 |24,413 |30,287 |1,786
02000US3 |3 |South |B19037I |53 |Householder 65 years and over: |476,776 |+/-7,450 |469,326 |484,226 |4,529
02000US3 |3 |South |B19037I |54 |Less than $10,000 |112,695 |+/-5,485 |107,210 |118,180 |3,335
02000US3 |3 |South |B19037I |55 |$10,000 to $14,999 |70,095 |+/-3,720 |66,375 |73,815 |2,262
02000US3 |3 |South |B19037I |56 |$15,000 to $19,999 |51,796 |+/-3,572 |48,224 |55,368 |2,171
02000US3 |3 |South |B19037I |57 |$20,000 to $24,999 |41,319 |+/-2,648 |38,671 |43,967 |1,610
02000US3 |3 |South |B19037I |58 |$25,000 to $29,999 |31,550 |+/-3,098 |28,452 |34,648 |1,884
02000US3 |3 |South |B19037I |59 |$30,000 to $34,999 |26,005 |+/-2,697 |23,308 |28,702 |1,640
02000US3 |3 |South |B19037I |60 |$35,000 to $39,999 |23,017 |+/-2,149 |20,868 |25,166 |1,306
02000US3 |3 |South |B19037I |61 |$40,000 to $44,999 |17,656 |+/-2,239 |15,417 |19,895 |1,361
02000US3 |3 |South |B19037I |62 |$45,000 to $49,999 |15,171 |+/-1,987 |13,184 |17,158 |1,208
02000US3 |3 |South |B19037I |63 |$50,000 to $59,999 |23,932 |+/-2,379 |21,553 |26,311 |1,446
02000US3 |3 |South |B19037I |64 |$60,000 to $74,999 |23,597 |+/-2,068 |21,529 |25,665 |1,257
02000US3 |3 |South |B19037I |65 |$75,000 to $99,999 |20,014 |+/-2,113 |17,901 |22,127 |1,285
02000US3 |3 |South |B19037I |66 |$100,000 to $124,999 |9,256 |+/-1,667 |7,589 |10,923 |1,014
02000US3 |3 |South |B19037I |67 |$125,000 to $149,999 |3,827 |+/-831 |2,996 |4,658 |505
02000US3 |3 |South |B19037I |68 |$150,000 to $199,999 |3,582 |+/-912 |2,670 |4,494 |554
02000US3 |3 |South |B19037I |69 |$200,000 or more |3,264 |+/-860 |2,404 |4,124 |523
02000US3 |3 |South |B19049 |1 |Total: |44,515 |+/-131 |44,384 |44,646 |80
02000US3 |3 |South |B19049 |2 |Householder under 25 years |23,426 |+/-361 |23,065 |23,787 |220
02000US3 |3 |South |B19049 |3 |Householder 25 to 44 years |49,312 |+/-232 |49,080 |49,544 |141
02000US3 |3 |South |B19049 |4 |Householder 45 to 64 years |53,914 |+/-226 |53,688 |54,140 |137
02000US3 |3 |South |B19049 |5 |Householder 65 years and over |28,902 |+/-160 |28,742 |29,062 |97
02000US3 |3 |South |B19050 |1 |Aggregate household income in the past 12 months (in 2006 inflation-adjusted dollars): |2,496,335,490,100 |+/-7,905,075,518 |2,488,430,414,582 |2,504,240,565,618 |4,805,517,032
02000US3 |3 |South |B19050 |2 |Householder under 25 years |61,414,342,500 |+/-1,058,610,188 |60,355,732,312 |62,472,952,688 |643,532,029
02000US3 |3 |South |B19050 |3 |Householder 25 to 44 years |942,291,052,500 |+/-4,466,942,128 |937,824,110,372 |946,757,994,628 |2,715,466,339
02000US3 |3 |South |B19050 |4 |Householder 45 to 64 years |1,122,155,907,800 |+/-5,072,869,418 |1,117,083,038,382 |1,127,228,777,218 |3,083,811,197
02000US3 |3 |South |B19050 |5 |Householder 65 years and over |370,474,187,300 |+/-2,461,340,383 |368,012,846,917 |372,935,527,683 |1,496,255,552
02000US3 |3 |South |B19051 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19051 |2 |With earnings |32,612,732 |+/-73,964 |32,538,768 |32,686,696 |44,963
02000US3 |3 |South |B19051 |3 |No earnings |8,350,558 |+/-33,592 |8,316,966 |8,384,150 |20,421
02000US3 |3 |South |B19052 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19052 |2 |With wage or salary income |31,316,693 |+/-76,006 |31,240,687 |31,392,699 |46,204
02000US3 |3 |South |B19052 |3 |No wage or salary income |9,646,597 |+/-39,339 |9,607,258 |9,685,936 |23,914
02000US3 |3 |South |B19053 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19053 |2 |With self-employment income |4,669,323 |+/-34,368 |4,634,955 |4,703,691 |20,892
02000US3 |3 |South |B19053 |3 |No self-employment income |36,293,967 |+/-69,230 |36,224,737 |36,363,197 |42,085
02000US3 |3 |South |B19054 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19054 |2 |With interest, dividends, or net rental income |9,008,421 |+/-58,392 |8,950,029 |9,066,813 |35,497
02000US3 |3 |South |B19054 |3 |No interest, dividends, or net rental income |31,954,869 |+/-55,909 |31,898,960 |32,010,778 |33,987
02000US3 |3 |South |B19055 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19055 |2 |With Social Security income |11,308,852 |+/-38,115 |11,270,737 |11,346,967 |23,170
02000US3 |3 |South |B19055 |3 |No Social Security income |29,654,438 |+/-68,871 |29,585,567 |29,723,309 |41,867
02000US3 |3 |South |B19056 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19056 |2 |With Supplemental Security Income (SSI) |1,667,441 |+/-22,022 |1,645,419 |1,689,463 |13,387
02000US3 |3 |South |B19056 |3 |No Supplemental Security Income (SSI) |39,295,849 |+/-76,258 |39,219,591 |39,372,107 |46,357
02000US3 |3 |South |B19057 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19057 |2 |With public assistance income |742,285 |+/-13,621 |728,664 |755,906 |8,281
02000US3 |3 |South |B19057 |3 |No public assistance income |40,221,005 |+/-75,789 |40,145,216 |40,296,794 |46,072
02000US3 |3 |South |B19058 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19058 |2 |With cash public assistance or Food Stamps |4,226,313 |+/-30,714 |4,195,599 |4,257,027 |18,671
02000US3 |3 |South |B19058 |3 |No cash public assistance or Food Stamps |36,736,977 |+/-76,135 |36,660,842 |36,813,112 |46,283
02000US3 |3 |South |B19059 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19059 |2 |With retirement income |7,199,088 |+/-40,113 |7,158,975 |7,239,201 |24,385
02000US3 |3 |South |B19059 |3 |No retirement income |33,764,202 |+/-64,892 |33,699,310 |33,829,094 |39,448
02000US3 |3 |South |B19060 |1 |Total: |40,963,290 |+/-77,595 |40,885,695 |41,040,885 |47,170
02000US3 |3 |South |B19060 |2 |With other types of income |5,362,168 |+/-38,474 |5,323,694 |5,400,642 |23,388
02000US3 |3 |South |B19060 |3 |No other types of income |35,601,122 |+/-70,421 |35,530,701 |35,671,543 |42,809
02000US3 |3 |South |B19061 |1 |Aggregate earnings in the past 12 months (in 2006 inflation-adjusted dollars) |2,021,997,607,700 |+/-6,607,605,752 |2,015,390,001,948 |2,028,605,213,452 |4,016,781,612
02000US3 |3 |South |B19062 |1 |Aggregate wage or salary income in the past 12 months (in 2006 inflation-adjusted dollars) |1,867,810,075,200 |+/-6,093,320,705 |1,861,716,754,495 |1,873,903,395,905 |3,704,146,325
02000US3 |3 |South |B19063 |1 |Aggregate self-employment income in the past 12 months (in 2006 inflation-adjusted dollars) |154,187,529,100 |+/-2,172,839,642 |152,014,689,458 |156,360,368,742 |1,320,875,162
02000US3 |3 |South |B19064 |1 |Aggregate interest, dividends, or net rental income in the past 12 months (in 2006 inflation-adjusted dollars) |123,635,591,600 |+/-2,102,788,651 |121,532,802,949 |125,738,380,251 |1,278,290,974
02000US3 |3 |South |B19065 |1 |Aggregate Social Security income in the past 12 months (in 2006 inflation-adjusted dollars) |151,998,169,900 |+/-614,588,700 |151,383,581,200 |152,612,758,600 |373,610,152
02000US3 |3 |South |B19066 |1 |Aggregate Supplemental Security Income (SSI) in the past 12 months (in 2006 inflation-adjusted dollars) |11,332,815,600 |+/-165,921,609 |11,166,893,991 |11,498,737,209 |100,864,200
02000US3 |3 |South |B19067 |1 |Aggregate public assistance income in the past 12 months (in 2006 inflation-adjusted dollars) |1,753,548,900 |+/-55,570,023 |1,697,978,877 |1,809,118,923 |33,781,169
02000US3 |3 |South |B19069 |1 |Aggregate retirement income in the past 12 months (in 2006 inflation-adjusted dollars) |137,122,884,800 |+/-1,047,797,637 |136,075,087,163 |138,170,682,437 |636,959,050
02000US3 |3 |South |B19070 |1 |Aggregate other types of income in the past 12 months (in 2006 inflation-adjusted dollars): |48,494,873,400 |+/-580,303,669 |47,914,569,731 |49,075,177,069 |352,768,188
02000US3 |3 |South |B19101 |1 |Total: |27,645,731 |+/-79,220 |27,566,511 |27,724,951 |48,158
02000US3 |3 |South |B19101 |2 |Less than $10,000 |1,535,740 |+/-19,807 |1,515,933 |1,555,547 |12,041
02000US3 |3 |South |B19101 |3 |$10,000 to $14,999 |1,183,042 |+/-16,943 |1,166,099 |1,199,985 |10,300
02000US3 |3 |South |B19101 |4 |$15,000 to $19,999 |1,382,502 |+/-16,203 |1,366,299 |1,398,705 |9,850
02000US3 |3 |South |B19101 |5 |$20,000 to $24,999 |1,501,352 |+/-18,362 |1,482,990 |1,519,714 |11,162
02000US3 |3 |South |B19101 |6 |$25,000 to $29,999 |1,517,760 |+/-19,784 |1,497,976 |1,537,544 |12,027
02000US3 |3 |South |B19101 |7 |$30,000 to $34,999 |1,530,836 |+/-20,751 |1,510,085 |1,551,587 |12,615
02000US3 |3 |South |B19101 |8 |$35,000 to $39,999 |1,436,447 |+/-19,062 |1,417,385 |1,455,509 |11,588
02000US3 |3 |South |B19101 |9 |$40,000 to $44,999 |1,428,945 |+/-18,887 |1,410,058 |1,447,832 |11,481
02000US3 |3 |South |B19101 |10 |$45,000 to $49,999 |1,339,573 |+/-19,424 |1,320,149 |1,358,997 |11,808
02000US3 |3 |South |B19101 |11 |$50,000 to $59,999 |2,508,007 |+/-26,124 |2,481,883 |2,534,131 |15,881
02000US3 |3 |South |B19101 |12 |$60,000 to $74,999 |3,166,623 |+/-28,676 |3,137,947 |3,195,299 |17,432
02000US3 |3 |South |B19101 |13 |$75,000 to $99,999 |3,647,676 |+/-32,978 |3,614,698 |3,680,654 |20,048
02000US3 |3 |South |B19101 |14 |$100,000 to $124,999 |2,172,601 |+/-24,677 |2,147,924 |2,197,278 |15,001
02000US3 |3 |South |B19101 |15 |$125,000 to $149,999 |1,152,365 |+/-14,316 |1,138,049 |1,166,681 |8,703
02000US3 |3 |South |B19101 |16 |$150,000 to $199,999 |1,079,541 |+/-17,391 |1,062,150 |1,096,932 |10,572
02000US3 |3 |South |B19101 |17 |$200,000 or more |1,062,721 |+/-13,199 |1,049,522 |1,075,920 |8,024
02000US3 |3 |South |B19101A |1 |Total: |20,545,533 |+/-57,528 |20,488,005 |20,603,061 |34,972
02000US3 |3 |South |B19101A |2 |Less than $10,000 |824,758 |+/-15,891 |808,867 |840,649 |9,660
02000US3 |3 |South |B19101A |3 |$10,000 to $14,999 |693,991 |+/-13,240 |680,751 |707,231 |8,049
02000US3 |3 |South |B19101A |4 |$15,000 to $19,999 |864,826 |+/-14,082 |850,744 |878,908 |8,561
02000US3 |3 |South |B19101A |5 |$20,000 to $24,999 |985,363 |+/-14,621 |970,742 |999,984 |8,888
02000US3 |3 |South |B19101A |6 |$25,000 to $29,999 |1,023,887 |+/-14,989 |1,008,898 |1,038,876 |9,112
02000US3 |3 |South |B19101A |7 |$30,000 to $34,999 |1,059,672 |+/-16,900 |1,042,772 |1,076,572 |10,273
02000US3 |3 |South |B19101A |8 |$35,000 to $39,999 |1,033,240 |+/-16,584 |1,016,656 |1,049,824 |10,082
02000US3 |3 |South |B19101A |9 |$40,000 to $44,999 |1,051,260 |+/-15,860 |1,035,400 |1,067,120 |9,642
02000US3 |3 |South |B19101A |10 |$45,000 to $49,999 |993,205 |+/-14,690 |978,515 |1,007,895 |8,930
02000US3 |3 |South |B19101A |11 |$50,000 to $59,999 |1,908,516 |+/-20,920 |1,887,596 |1,929,436 |12,717
02000US3 |3 |South |B19101A |12 |$60,000 to $74,999 |2,491,921 |+/-24,421 |2,467,500 |2,516,342 |14,845
02000US3 |3 |South |B19101A |13 |$75,000 to $99,999 |2,947,135 |+/-27,965 |2,919,170 |2,975,100 |17,000
02000US3 |3 |South |B19101A |14 |$100,000 to $124,999 |1,804,032 |+/-21,954 |1,782,078 |1,825,986 |13,346
02000US3 |3 |South |B19101A |15 |$125,000 to $149,999 |976,532 |+/-13,048 |963,484 |989,580 |7,932
02000US3 |3 |South |B19101A |16 |$150,000 to $199,999 |930,576 |+/-16,408 |914,168 |946,984 |9,974
02000US3 |3 |South |B19101A |17 |$200,000 or more |956,619 |+/-11,937 |944,682 |968,556 |7,257
02000US3 |3 |South |B19101B |1 |Total: |4,832,393 |+/-26,719 |4,805,674 |4,859,112 |16,243
02000US3 |3 |South |B19101B |2 |Less than $10,000 |556,038 |+/-12,092 |543,946 |568,130 |7,351
02000US3 |3 |South |B19101B |3 |$10,000 to $14,999 |361,439 |+/-10,537 |350,902 |371,976 |6,405
02000US3 |3 |South |B19101B |4 |$15,000 to $19,999 |369,216 |+/-9,962 |359,254 |379,178 |6,056
02000US3 |3 |South |B19101B |5 |$20,000 to $24,999 |366,351 |+/-10,498 |355,853 |376,849 |6,382
02000US3 |3 |South |B19101B |6 |$25,000 to $29,999 |340,815 |+/-10,326 |330,489 |351,141 |6,277
02000US3 |3 |South |B19101B |7 |$30,000 to $34,999 |320,181 |+/-8,424 |311,757 |328,605 |5,121
02000US3 |3 |South |B19101B |8 |$35,000 to $39,999 |269,771 |+/-9,333 |260,438 |279,104 |5,674
02000US3 |3 |South |B19101B |9 |$40,000 to $44,999 |252,934 |+/-7,917 |245,017 |260,851 |4,813
02000US3 |3 |South |B19101B |10 |$45,000 to $49,999 |230,663 |+/-9,017 |221,646 |239,680 |5,481
02000US3 |3 |South |B19101B |11 |$50,000 to $59,999 |401,761 |+/-11,995 |389,766 |413,756 |7,292
02000US3 |3 |South |B19101B |12 |$60,000 to $74,999 |444,561 |+/-10,862 |433,699 |455,423 |6,603
02000US3 |3 |South |B19101B |13 |$75,000 to $99,999 |455,491 |+/-11,330 |444,161 |466,821 |6,887
02000US3 |3 |South |B19101B |14 |$100,000 to $124,999 |229,733 |+/-7,567 |222,166 |237,300 |4,600
02000US3 |3 |South |B19101B |15 |$125,000 to $149,999 |104,024 |+/-4,861 |99,163 |108,885 |2,955
02000US3 |3 |South |B19101B |16 |$150,000 to $199,999 |81,297 |+/-4,741 |76,556 |86,038 |2,882
02000US3 |3 |South |B19101B |17 |$200,000 or more |48,118 |+/-3,218 |44,900 |51,336 |1,956
02000US3 |3 |South |B19101C |1 |Total: |169,663 |+/-5,699 |163,964 |175,362 |3,464
02000US3 |3 |South |B19101C |2 |Less than $10,000 |14,476 |+/-1,969 |12,507 |16,445 |1,197
02000US3 |3 |South |B19101C |3 |$10,000 to $14,999 |12,973 |+/-1,799 |11,174 |14,772 |1,094
02000US3 |3 |South |B19101C |4 |$15,000 to $19,999 |11,992 |+/-1,649 |10,343 |13,641 |1,003
02000US3 |3 |South |B19101C |5 |$20,000 to $24,999 |10,969 |+/-1,532 |9,437 |12,501 |932
02000US3 |3 |South |B19101C |6 |$25,000 to $29,999 |11,915 |+/-1,762 |10,153 |13,677 |1,071
02000US3 |3 |South |B19101C |7 |$30,000 to $34,999 |11,493 |+/-1,511 |9,982 |13,004 |919
02000US3 |3 |South |B19101C |8 |$35,000 to $39,999 |8,943 |+/-1,408 |7,535 |10,351 |856
02000US3 |3 |South |B19101C |9 |$40,000 to $44,999 |8,977 |+/-1,614 |7,363 |10,591 |981
02000US3 |3 |South |B19101C |10 |$45,000 to $49,999 |10,413 |+/-1,504 |8,909 |11,917 |914
02000US3 |3 |South |B19101C |11 |$50,000 to $59,999 |14,746 |+/-1,699 |13,047 |16,445 |1,033
02000US3 |3 |South |B19101C |12 |$60,000 to $74,999 |17,187 |+/-1,719 |15,468 |18,906 |1,045
02000US3 |3 |South |B19101C |13 |$75,000 to $99,999 |16,767 |+/-2,067 |14,700 |18,834 |1,256
02000US3 |3 |South |B19101C |14 |$100,000 to $124,999 |8,570 |+/-1,302 |7,268 |9,872 |791
02000US3 |3 |South |B19101C |15 |$125,000 to $149,999 |3,032 |+/-743 |2,289 |3,775 |452
02000US3 |3 |South |B19101C |16 |$150,000 to $199,999 |4,190 |+/-951 |3,239 |5,141 |578
02000US3 |3 |South |B19101C |17 |$200,000 or more |3,020 |+/-938 |2,082 |3,958 |571
02000US3 |3 |South |B19101D |1 |Total: |624,345 |+/-8,568 |615,777 |632,913 |5,208
02000US3 |3 |South |B19101D |2 |Less than $10,000 |24,445 |+/-2,639 |21,806 |27,084 |1,605
02000US3 |3 |South |B19101D |3 |$10,000 to $14,999 |14,731 |+/-1,806 |12,925 |16,537 |1,098
02000US3 |3 |South |B19101D |4 |$15,000 to $19,999 |18,432 |+/-2,452 |15,980 |20,884 |1,491
02000US3 |3 |South |B19101D |5 |$20,000 to $24,999 |24,788 |+/-2,671 |22,117 |27,459 |1,624
02000US3 |3 |South |B19101D |6 |$25,000 to $29,999 |24,067 |+/-2,874 |21,193 |26,941 |1,747
02000US3 |3 |South |B19101D |7 |$30,000 to $34,999 |26,329 |+/-2,898 |23,431 |29,227 |1,762
02000US3 |3 |South |B19101D |8 |$35,000 to $39,999 |27,119 |+/-2,360 |24,759 |29,479 |1,435
02000US3 |3 |South |B19101D |9 |$40,000 to $44,999 |29,508 |+/-2,969 |26,539 |32,477 |1,805
02000US3 |3 |South |B19101D |10 |$45,000 to $49,999 |27,620 |+/-2,669 |24,951 |30,289 |1,623
02000US3 |3 |South |B19101D |11 |$50,000 to $59,999 |50,293 |+/-3,026 |47,267 |53,319 |1,840
02000US3 |3 |South |B19101D |12 |$60,000 to $74,999 |72,942 |+/-4,678 |68,264 |77,620 |2,844
02000US3 |3 |South |B19101D |13 |$75,000 to $99,999 |92,445 |+/-4,958 |87,487 |97,403 |3,014
02000US3 |3 |South |B19101D |14 |$100,000 to $124,999 |68,789 |+/-4,274 |64,515 |73,063 |2,598
02000US3 |3 |South |B19101D |15 |$125,000 to $149,999 |39,491 |+/-2,846 |36,645 |42,337 |1,730
02000US3 |3 |South |B19101D |16 |$150,000 to $199,999 |43,938 |+/-2,879 |41,059 |46,817 |1,750
02000US3 |3 |South |B19101D |17 |$200,000 or more |39,408 |+/-3,061 |36,347 |42,469 |1,861
02000US3 |3 |South |B19101E |1 |Total: |13,178 |+/-1,741 |11,437 |14,919 |1,059
02000US3 |3 |South |B19101E |2 |Less than $10,000 |1,065 |+/-527 |538 |1,592 |321
02000US3 |3 |South |B19101E |3 |$10,000 to $14,999 |288 |+/-344 |0 |632 |209
02000US3 |3 |South |B19101E |4 |$15,000 to $19,999 |568 |+/-385 |183 |953 |234
02000US3 |3 |South |B19101E |5 |$20,000 to $24,999 |407 |+/-241 |166 |648 |147
02000US3 |3 |South |B19101E |6 |$25,000 to $29,999 |1,252 |+/-581 |671 |1,833 |353
02000US3 |3 |South |B19101E |7 |$30,000 to $34,999 |1,239 |+/-575 |664 |1,814 |349
02000US3 |3 |South |B19101E |8 |$35,000 to $39,999 |962 |+/-567 |395 |1,529 |345
02000US3 |3 |South |B19101E |9 |$40,000 to $44,999 |868 |+/-555 |313 |1,423 |337
02000US3 |3 |South |B19101E |10 |$45,000 to $49,999 |711 |+/-394 |317 |1,105 |240
02000US3 |3 |South |B19101E |11 |$50,000 to $59,999 |1,180 |+/-511 |669 |1,691 |311
02000US3 |3 |South |B19101E |12 |$60,000 to $74,999 |1,717 |+/-765 |952 |2,482 |465
02000US3 |3 |South |B19101E |13 |$75,000 to $99,999 |1,234 |+/-474 |760 |1,708 |288
02000US3 |3 |South |B19101E |14 |$100,000 to $124,999 |664 |+/-498 |166 |1,162 |303
02000US3 |3 |South |B19101E |15 |$125,000 to $149,999 |599 |+/-340 |259 |939 |206
02000US3 |3 |South |B19101E |16 |$150,000 to $199,999 |331 |+/-297 |34 |628 |180
02000US3 |3 |South |B19101E |17 |$200,000 or more |93 |+/-132 |0 |225 |80
02000US3 |3 |South |B19101F |1 |Total: |1,152,437 |+/-16,572 |1,135,865 |1,169,009 |10,074
02000US3 |3 |South |B19101F |2 |Less than $10,000 |92,838 |+/-4,715 |88,123 |97,553 |2,866
02000US3 |3 |South |B19101F |3 |$10,000 to $14,999 |83,143 |+/-4,526 |78,617 |87,669 |2,751
02000US3 |3 |South |B19101F |4 |$15,000 to $19,999 |98,105 |+/-4,925 |93,180 |103,030 |2,994
02000US3 |3 |South |B19101F |5 |$20,000 to $24,999 |95,190 |+/-4,841 |90,349 |100,031 |2,943
02000US3 |3 |South |B19101F |6 |$25,000 to $29,999 |97,032 |+/-5,409 |91,623 |102,441 |3,288
02000US3 |3 |South |B19101F |7 |$30,000 to $34,999 |90,525 |+/-4,769 |85,756 |95,294 |2,899
02000US3 |3 |South |B19101F |8 |$35,000 to $39,999 |79,285 |+/-5,336 |73,949 |84,621 |3,243
02000US3 |3 |South |B19101F |9 |$40,000 to $44,999 |67,284 |+/-4,775 |62,509 |72,059 |2,903
02000US3 |3 |South |B19101F |10 |$45,000 to $49,999 |61,179 |+/-4,294 |56,885 |65,473 |2,610
02000US3 |3 |South |B19101F |11 |$50,000 to $59,999 |103,930 |+/-4,934 |98,996 |108,864 |3,000
02000US3 |3 |South |B19101F |12 |$60,000 to $74,999 |106,124 |+/-6,114 |100,010 |112,238 |3,716
02000US3 |3 |South |B19101F |13 |$75,000 to $99,999 |96,715 |+/-5,503 |91,212 |102,218 |3,345
02000US3 |3 |South |B19101F |14 |$100,000 to $124,999 |40,091 |+/-3,374 |36,717 |43,465 |2,051
02000US3 |3 |South |B19101F |15 |$125,000 to $149,999 |20,229 |+/-2,653 |17,576 |22,882 |1,613
02000US3 |3 |South |B19101F |16 |$150,000 to $199,999 |12,021 |+/-1,775 |10,246 |13,796 |1,079
02000US3 |3 |South |B19101F |17 |$200,000 or more |8,746 |+/-1,602 |7,144 |10,348 |974
02000US3 |3 |South |B19101G |1 |Total: |308,182 |+/-9,490 |298,692 |317,672 |5,769
02000US3 |3 |South |B19101G |2 |Less than $10,000 |22,120 |+/-2,277 |19,843 |24,397 |1,384
02000US3 |3 |South |B19101G |3 |$10,000 to $14,999 |16,477 |+/-1,991 |14,486 |18,468 |1,210
02000US3 |3 |South |B19101G |4 |$15,000 to $19,999 |19,363 |+/-2,218 |17,145 |21,581 |1,348
02000US3 |3 |South |B19101G |5 |$20,000 to $24,999 |18,284 |+/-1,983 |16,301 |20,267 |1,205
02000US3 |3 |South |B19101G |6 |$25,000 to $29,999 |18,792 |+/-2,160 |16,632 |20,952 |1,313
02000US3 |3 |South |B19101G |7 |$30,000 to $34,999 |21,397 |+/-2,462 |18,935 |23,859 |1,497
02000US3 |3 |South |B19101G |8 |$35,000 to $39,999 |17,127 |+/-2,192 |14,935 |19,319 |1,332
02000US3 |3 |South |B19101G |9 |$40,000 to $44,999 |18,114 |+/-2,327 |15,787 |20,441 |1,415
02000US3 |3 |South |B19101G |10 |$45,000 to $49,999 |15,782 |+/-2,077 |13,705 |17,859 |1,262
02000US3 |3 |South |B19101G |11 |$50,000 to $59,999 |27,581 |+/-2,585 |24,996 |30,166 |1,571
02000US3 |3 |South |B19101G |12 |$60,000 to $74,999 |32,171 |+/-2,720 |29,451 |34,891 |1,653
02000US3 |3 |South |B19101G |13 |$75,000 to $99,999 |37,889 |+/-2,810 |35,079 |40,699 |1,708
02000US3 |3 |South |B19101G |14 |$100,000 to $124,999 |20,722 |+/-2,391 |18,331 |23,113 |1,453
02000US3 |3 |South |B19101G |15 |$125,000 to $149,999 |8,458 |+/-1,085 |7,373 |9,543 |659
02000US3 |3 |South |B19101G |16 |$150,000 to $199,999 |7,188 |+/-1,237 |5,951 |8,425 |752
02000US3 |3 |South |B19101G |17 |$200,000 or more |6,717 |+/-1,232 |5,485 |7,949 |749
02000US3 |3 |South |B19101H |1 |Total: |18,422,272 |+/-51,075 |18,371,197 |18,473,347 |31,048
02000US3 |3 |South |B19101H |2 |Less than $10,000 |660,552 |+/-13,751 |646,801 |674,303 |8,359
02000US3 |3 |South |B19101H |3 |$10,000 to $14,999 |548,991 |+/-10,779 |538,212 |559,770 |6,553
02000US3 |3 |South |B19101H |4 |$15,000 to $19,999 |699,646 |+/-11,415 |688,231 |711,061 |6,939
02000US3 |3 |South |B19101H |5 |$20,000 to $24,999 |811,836 |+/-12,069 |799,767 |823,905 |7,337
02000US3 |3 |South |B19101H |6 |$25,000 to $29,999 |865,991 |+/-13,827 |852,164 |879,818 |8,406
02000US3 |3 |South |B19101H |7 |$30,000 to $34,999 |902,032 |+/-13,976 |888,056 |916,008 |8,496
02000US3 |3 |South |B19101H |8 |$35,000 to $39,999 |897,895 |+/-15,738 |882,157 |913,633 |9,567
02000US3 |3 |South |B19101H |9 |$40,000 to $44,999 |926,851 |+/-13,658 |913,193 |940,509 |8,302
02000US3 |3 |South |B19101H |10 |$45,000 to $49,999 |886,903 |+/-13,042 |873,861 |899,945 |7,928
02000US3 |3 |South |B19101H |11 |$50,000 to $59,999 |1,727,720 |+/-18,166 |1,709,554 |1,745,886 |11,043
02000US3 |3 |South |B19101H |12 |$60,000 to $74,999 |2,300,798 |+/-23,256 |2,277,542 |2,324,054 |14,137
02000US3 |3 |South |B19101H |13 |$75,000 to $99,999 |2,749,864 |+/-25,986 |2,723,878 |2,775,850 |15,797
02000US3 |3 |South |B19101H |14 |$100,000 to $124,999 |1,705,420 |+/-21,667 |1,683,753 |1,727,087 |13,172
02000US3 |3 |South |B19101H |15 |$125,000 to $149,999 |926,544 |+/-13,103 |913,441 |939,647 |7,965
